temperature,vibration,pressure,rpm,voltage,quality
63.89578175014489,0.5047398671316414,34.7219602898701,2326,213.1548178778303,Pass
71.04431797502377,0.41395866347160476,26.322703010992974,1970,238.60684445870538,Pass
60.201649380601125,0.46154444557701746,25.60687535937054,2848,228.59310097693444,Pass
63.359069755507846,0.6006292809214441,30.673355455679918,2019,211.91858145592732,Pass
70.98430617934562,0.4423108130476851,33.14129490783646,2141,212.8452830286853,Pass
73.69233289997705,0.5835692112065142,35.0517830743736,2836,237.21851162944333,Pass
70.85684140594985,0.38702931453423817,28.62334721139318,1160,219.15740553165494,Pass
69.4217585880588,0.5529804177915283,33.236042500293884,1400,214.8668877167663,Pass
68.49448152205356,0.64415686206579,29.884474591497877,1197,220.2772168847657,Pass
62.60739004816286,0.2528355499872711,29.48211810017754,2283,214.8208734994621,Pass
66.40077895802645,0.42031047445295233,32.650979812460015,1659,222.41048477108166,Pass
67.69680614520107,0.557707212718054,31.95696863524026,2775,219.24176378481738,Pass
75.28561113109458,0.47969546139570074,25.270823529047252,2070,228.7550798051151,Pass
71.71809144784231,0.5371145873371309,34.42962104917768,1398,216.11425896760875,Pass
61.18479922318633,0.4396014813284179,34.14027406244236,2733,211.15183633310352,Pass
71.62041984697397,0.5086589787472899,28.12331189547141,2582,216.51015303376414,Pass
68.07458859791842,0.48443227646079207,31.187410600312226,1077,216.44916101775954,Pass
66.6153899984702,0.6167782061659808,31.482090558848217,1123,219.22466184806007,Pass
73.05838144420434,0.5254420843301213,30.782021297471722,1074,226.34540288057224,Pass
75.15499761247976,0.5337602662075203,28.34908453846374,2894,225.7990896747192,Pass
74.65640059558099,0.45881230338775325,27.985129896185846,1136,231.9965867585857,Pass
65.80391238388681,0.4512393775927506,29.923337787025662,1601,211.88510322266475,Pass
68.45393812074393,0.4567441812180379,33.51818705777809,2423,223.8872012305111,Pass
71.65631715701782,0.5394452142378297,31.630800463783295,1836,227.27319847020715,Pass
74.8777256356118,0.4579015519179737,28.888157003741682,2528,213.25779593688137,Pass
67.60412881077355,0.5289774856896413,32.31509613194503,1499,217.9236894701762,Pass
69.07170511668092,0.7075400798645439,21.454372138109775,2596,202.50022125781203,Fail
64.46832512996986,0.5871124703431693,33.44629710111631,1137,229.06857695125734,Pass
64.01896687959665,0.4673976467832159,24.7808586636657,1049,217.8450179768013,Pass
74.06262911197099,0.6201213922163945,28.912677175790602,2794,228.06564176681,Pass
76.78120014285412,0.45919246269784486,26.640990316121567,1972,222.06049517879512,Pass
69.63994939209833,0.29618754648221457,26.115955572837283,2642,218.14834771025127,Pass
75.01766448946012,0.39919136890825957,33.48248036213556,2648,204.07197200647514,Pass
71.80818012523817,0.3129208078974144,28.596896396064327,2885,205.8504738928356,Pass
66.77440122697438,0.46484865159586913,31.039511645192146,1253,194.06853815658258,Pass
71.80697802754207,0.5018418379189552,29.85923826336245,2653,214.37386517171345,Pass
77.69018283232984,0.6676437312275283,31.431122481669366,1709,242.78248703181248,Pass
69.82086980445024,0.5326927373764163,30.230465673180767,2872,207.12052610482002,Pass
77.82321827907003,0.47808994711911357,26.15102332743429,2900,193.68568116580093,Pass
56.901274479551276,0.5829405581183489,32.98880045834142,1562,229.6266891958553,Pass
74.10951252187611,0.27888646909921144,28.51873025051606,1756,243.637178692967,Pass
70.43523534119086,0.5235614558108566,25.330254304020748,2938,222.97921065259803,Pass
68.50496324767066,0.5770865193886967,28.715654517102262,2449,222.8873239471996,Pass
70.45880388267751,0.35214137542201585,34.50227937190293,1546,216.90117926356248,Pass
60.06215542699554,0.6143754043206929,32.55066522634048,2325,202.0574276948994,Pass
68.90164056081244,0.5338496407494414,28.954043596776422,1921,205.49288082256524,Pass
71.78556285755873,0.45847120860991986,28.952226887044713,1580,216.83246670601483,Pass
77.38947022370758,0.5632781866106285,29.035094846347853,2372,214.91544659970256,Pass
67.40864890863176,0.7270692857804396,36.23024395068252,2855,218.84827072230058,Fail
65.95753198553406,0.5181866255058495,31.14580635669466,2956,228.29324823928158,Pass
67.49121478207732,0.5248220586300336,31.290124941573207,1048,214.18162168082978,Pass
74.57701058851038,0.45406391004597557,33.09085036209552,1916,228.49716756404612,Pass
71.64375554829843,0.41501556305352083,30.71636747707954,2097,214.2471029009723,Pass
67.3511989811648,0.5830335816544245,29.22287356253789,1703,230.38239592865756,Pass
72.56633716556678,0.4143916174091133,29.410950452745066,1260,220.86367567073424,Pass
70.4853877467402,0.5071566237219393,29.785196221757808,1355,215.64169659078487,Pass
74.84322495266444,0.4522342553234883,29.888333290470474,2605,220.6929406054889,Pass
66.48973453061323,0.5478979825746392,32.18288863091094,2625,217.06461157842432,Pass
68.36168926701116,0.5333662105286948,30.1558376574219,2283,221.13134237679972,Pass
68.0394592343392,0.6037539944257899,32.19792023164674,1637,227.58106198517473,Pass
62.68242525933941,0.4489983601145253,29.757850259674253,1742,219.1278440158435,Pass
71.48060138532288,0.4730125064706629,30.235905570948272,2318,216.3043114714622,Pass
71.30527636089944,0.40212362842176924,24.005397946403676,2009,208.76483795089172,Pass
70.02556728321231,0.4555706739923888,32.748983024107446,1930,225.79178019291714,Pass
68.82706433312427,0.5377300493044852,31.03946542769398,1640,223.48272226402725,Pass
62.923146289747926,0.5756988616645352,32.994030329578955,1791,208.1805714907248,Pass
67.89677338617321,0.40778346758223744,21.311233865418934,2336,228.35494277920762,Pass
68.28642741736616,0.586960592010566,36.265124114342186,1611,208.01815967397664,Pass
65.9886136538919,0.6355637858804951,29.58123111553448,2861,230.29221791233894,Pass
69.19357144166996,0.5413434903223701,33.324548450212546,1808,226.87863327187017,Pass
72.02025428407269,0.6876795812558066,26.880282218623407,2205,224.1966552259807,Pass
79.43092950605265,0.4226210800896427,31.83832171518771,1685,216.23004840832965,Fail
70.8728890641592,0.3755345296688583,26.839753310479033,2851,225.75779782666453,Pass
71.28775195361382,0.32212797510957214,28.128693117912583,2387,230.7637199524118,Pass
69.62777042116916,0.6496044311489183,35.742094061600355,1187,225.92351921108173,Pass
60.40614392350479,0.5654365656354058,29.42795279770996,2592,213.29749978273762,Pass
69.86743062275391,0.4944415329089545,30.65229861953917,2566,222.67406982355465,Pass
70.30115104970513,0.527996862631982,32.610203192066265,2619,231.32034986295037,Pass
82.31621056242643,0.38745109527016236,31.487045663917815,2687,241.99098180556703,Fail
69.03819517609439,0.7445751979616826,30.45125671543073,1984,217.94787025500804,Fail
71.50773671166806,0.5129221181975228,31.094883007398675,1547,228.5788310613143,Pass
69.82644115147379,0.5109394794604893,37.21024675571483,1724,231.34480520084318,Pass
64.15660981190234,0.5725766623898692,29.827143608899245,1925,211.87595001010237,Pass
75.7141140725751,0.5481009231736713,30.603297140144903,2431,237.8207831806148,Pass
73.75966516343387,0.5223884024279132,33.15196318802283,1875,209.34815315916555,Pass
73.95515973521523,0.4209525544554688,33.31657779887395,1617,228.08985515032975,Pass
65.4530627260263,0.5471468357135996,33.56109091668114,1413,223.05319779547065,Pass
77.0139715546805,0.6882024496475034,31.916190666087555,2365,220.5557555999816,Pass
62.990744686038596,0.6345420046154978,26.57098526180855,2243,245.46833281448644,Pass
72.93428546900135,0.6593186626639397,34.90029459690329,1902,216.987447646732,Pass
80.95227812904989,0.44887843235688146,26.560963820943936,1162,216.82654407271392,Fail
65.04731837434656,0.4010395179741419,30.9079063957171,2974,233.31478807397795,Pass
67.16851135198614,0.4874213079900352,27.737172449941927,2243,227.61803778086784,Pass
70.4982568254382,0.5055724912288695,29.80758496022102,1269,232.82098920958555,Pass
67.48262172941901,0.6094191518470948,30.986287230910442,1631,221.16869382341113,Pass
62.24668284466934,0.33075353702851806,30.96407164635082,1905,223.16942617012162,Pass
70.34281487403014,0.6529550319460614,31.265762262705856,2871,239.00935612994573,Pass
64.68848143136948,0.48419921014210104,34.84113380717594,2423,211.64045920419304,Pass
72.36796215317591,0.457311893005258,31.36060290454194,2205,218.97122955908338,Pass
65.40287882883098,0.39878956247398323,29.267530094128055,2641,227.98254071425444,Pass
77.7496720250877,0.334514332813423,32.892261504865075,2752,218.0413917991216,Pass
66.08373353831881,0.5823170583961914,33.568411466773924,1204,214.29854120716965,Pass
68.38969241897162,0.5073317967188404,26.31717655458902,1581,226.18484512786523,Pass
74.06758608684835,0.3710039100258946,31.792200209549573,2579,233.35805666491495,Pass
63.84567841783022,0.3704921227936384,32.10351822693269,1840,218.59165637194144,Pass
71.13729967302065,0.4664215300709872,29.107309489920024,2836,218.3141037918925,Pass
76.53571377141213,0.6669021525289394,34.127120439934856,2251,213.5231197431657,Pass
61.96258382719386,0.4740408648636395,29.54983323890242,2719,217.04023156594266,Pass
70.92316929266153,0.3496857046881894,30.376729360414625,2642,230.83606079830184,Pass
71.29941397124212,0.4754256935914056,29.48078452714839,1595,220.81062870693657,Pass
73.90911435888655,0.47272764302523296,30.0467371427444,2873,211.9500933906971,Pass
63.81524644560959,0.23031133570584283,26.711174739314394,1249,222.62362380323663,Pass
63.39771693457862,0.4945705133482188,25.679847352217116,1874,230.5119401098604,Pass
72.60970782808448,0.4769065469791322,34.783515189674915,2464,214.3811433645257,Pass
71.48492336616593,0.5696206364813419,27.459115955045018,2556,206.71394780404438,Pass
71.25246425172938,0.6848956094945345,27.025822951631078,1195,241.90825159872753,Pass
71.73224104748488,0.6126565029547757,23.539829659188854,1689,206.21470649956754,Pass
66.59987639210755,0.47311113094451696,28.083114756931494,2952,216.40977436144215,Pass
71.16126848580502,0.389347409125833,26.030730619777504,2542,222.3212851185867,Pass
71.46536236649341,0.7573359803249861,34.92604548040911,2093,217.2757229875571,Fail
66.42824290986816,0.5059218434014489,33.029451268027906,1638,219.2508915534498,Pass
79.32887255572378,0.5013929291912946,27.93554896446683,2422,225.76838167874593,Fail
72.36916460455893,0.49758749128899965,36.75730741603293,1671,196.08278342287207,Pass
64.04348251398676,0.5198084760767855,32.94529646097478,2783,207.33105528476148,Pass
73.28276804316914,0.4855639588076058,29.025505849474133,2226,220.44259386070328,Pass
65.1265916488634,0.4426337993119764,22.501782855379282,2171,215.9578298802639,Pass
73.93542301871226,0.44531410587596076,36.872827717772225,2495,221.294112582756,Pass
75.79297789503703,0.4967246729784002,25.831282599709212,2678,222.27653282631303,Pass
65.89658840824144,0.4456575228866235,25.063803759129325,1943,198.84080004529008,Pass
74.8168806462216,0.42871542173228355,33.06771129602892,1198,232.73640332151646,Pass
72.06390463468249,0.5106430227691897,37.31925721901782,2940,215.0173211689965,Pass
74.11030079997245,0.47450227825791447,34.15281845553155,2449,211.34486815223994,Pass
79.48396491326974,0.6503992988582689,31.691727360157078,2689,222.0835529595928,Fail
68.77305941998564,0.23490301916069878,31.78426302499586,1491,221.07160227782242,Pass
66.23131917821256,0.6091506851922461,32.560246676340924,2911,231.96690817654638,Pass
65.55242785187238,0.6246085192497629,32.276785769360295,1895,222.71873162770018,Pass
65.92094857517282,0.292660976759185,30.84357427190813,1141,231.58110848024302,Pass
69.61449145292949,0.46573124059196513,30.31260331185563,2336,210.61822624572295,Pass
71.70575987408321,0.46285591340042087,29.81222061630143,1164,221.418610552075,Pass
71.38345399665009,0.3592488305282179,27.73810623339997,1313,208.8525229267511,Pass
74.13591624518011,0.42221833124091246,29.15797476939968,1020,220.9767585556028,Pass
70.06500945938953,0.3889424154534171,24.921129557413842,2105,218.85712044398113,Pass
77.26767038578659,0.6752270443423622,29.704981119615752,2604,218.42702574799097,Pass
68.67671583381022,0.5935678393147461,27.03422667854725,2154,218.51472447638366,Pass
83.6008458329481,0.6271555094994159,26.689232048352686,2622,227.36389470184596,Fail
73.12833673882503,0.5721672064043235,30.539682453460436,2753,203.92640342997421,Pass
65.71421221791859,0.38709482287827707,34.1760068590338,2956,211.00212137215829,Pass
64.64553750969444,0.4475479733720226,32.75494981800694,1983,219.59428173254824,Pass
72.41236207621593,0.5489374561227918,25.28849818913047,1304,208.2133691052875,Pass
68.88268607337075,0.3777872191108055,27.031115590288987,2938,220.46114106201043,Pass
73.57000247046047,0.5712998430172388,32.82231356396465,1370,219.49147478758925,Pass
72.36618812286773,0.4759674601841865,27.052537819385073,2880,205.96243354947416,Pass
69.63585543671563,0.46251791924504027,29.326100550008928,1852,205.46834853745722,Pass
65.76603140965797,0.5710959968203492,31.650156297073657,1383,193.76211764450733,Pass
62.42576387657068,0.544426331148604,27.094966635409094,2931,207.79329950318086,Pass
67.76742523966489,0.463903383418092,30.31612651843788,1444,220.143232582106,Pass
74.28199397161737,0.6159329803364249,25.997923515245386,1424,221.56187822940876,Pass
71.07046872065102,0.3918936672400103,28.19589706814636,1160,222.0189955962845,Pass
63.77130610644006,0.5615935606944263,30.95934580242761,2201,212.2208118733262,Pass
70.86590462925591,0.5593101257968384,25.22101879940499,1628,219.8169651597851,Pass
71.92658689864419,0.469045356068601,31.321424213881198,2731,223.97244609241451,Pass
65.58071281899433,0.5326133022242118,29.941086603219958,1894,207.31964450498847,Pass
70.76862552972764,0.3748886423614697,31.657469863251443,1489,221.2332907439054,Pass
70.29104359223,0.5924027019206901,30.671742402193985,2016,226.56481211835091,Pass
64.28514851084688,0.4815097863557011,34.09242128992153,1326,215.0922787017712,Pass
71.78893680174141,0.447727697948096,30.375673507943723,1597,230.62234330349602,Pass
72.80392263184117,0.604900922583689,28.71178337662424,2014,215.3256565617503,Pass
75.41525621587638,0.4295656309457241,30.36689250909685,1288,211.39939144876925,Pass
75.26901026017451,0.359153870363644,31.629894087109165,1592,225.5684117855292,Pass
63.111653160214544,0.34433708264760965,30.146580210977113,2687,240.33293769466457,Pass
65.31087480042439,0.560600995134564,30.121775073611648,2596,220.85353618887808,Pass
72.5751763360433,0.3719570647503717,27.894024936579733,1572,226.3490780411372,Pass
72.56892975456104,0.6754794181984365,28.011297247347155,2377,214.91282778902155,Pass
72.57523843153024,0.29180705921162775,25.79218418460092,1027,207.58383780203974,Pass
89.26365745327361,0.6696456368290038,35.24873022956082,1953,221.66265645900734,Fail
72.85445255346583,0.5211017467202619,26.268410293826143,1042,223.24399971787912,Pass
75.677828200903,0.49032868881296077,27.92128440661228,2704,216.42088909618838,Pass
74.770008817466,0.445508091319105,27.844778203292407,1422,226.31056518021506,Pass
73.256956256529,0.5399136114352071,32.68477313083332,2621,213.4591999018568,Pass
68.42365377679828,0.49623652975751514,29.115150965123917,1176,210.97913734148258,Pass
73.79484610246634,0.6103301882016522,33.7432262180212,1528,230.60642930486165,Pass
66.13587392731215,0.511422764866204,27.979528127268395,2633,230.65347626541632,Pass
68.81590696629996,0.5150301761461877,30.836982486671406,1965,213.65656894164323,Pass
67.57318226085448,0.4636387787786144,27.493958840220728,2517,237.18850490404822,Pass
70.40937069693162,0.49430543762789325,36.43544738332017,1197,217.1289330746975,Pass
81.57329283336755,0.5307801768892059,26.43720474291146,1609,220.84782864643958,Fail
60.66367403704126,0.3289831607343374,30.92946213068108,2600,219.15347458151572,Pass
73.43130095187257,0.3651814577894287,31.901330642796296,1841,225.2376021744568,Pass
61.93642064405174,0.5743264094022715,31.241397292354495,1852,222.71421493800943,Pass
67.64034067105283,0.5170865438127942,29.444137023366874,2540,222.5796216158166,Pass
75.44475298483682,0.48160166636473206,29.61053790079972,2537,209.80438368280113,Pass
70.32140009547732,0.5018433933065393,30.131434415937328,1021,203.11437683210315,Pass
64.61127611035347,0.5347581705361671,29.558993995114534,2135,231.42160028252863,Pass
66.42348145370016,0.4460240319690638,32.89163735038473,2080,214.54554001060256,Pass
73.39798874467338,0.4221695274597687,36.63156900477405,2089,219.50966626566523,Pass
66.34816684141431,0.5195845255097682,28.3275246449765,1841,223.2679890988978,Pass
71.08229294790988,0.4021627222384968,25.890591061262768,1097,236.2900960334927,Pass
70.22785919951907,0.5408252755714472,29.735153854946237,2167,221.61357924642508,Pass
66.74199826197092,0.32974163957621594,37.73912801296296,2903,216.05202437075903,Pass
80.71972044662662,0.6029155637325644,27.588976296090806,1434,214.76455618713143,Fail
73.16959511159006,0.5472597482413043,34.917350416332205,1636,219.6264315875806,Pass
59.874287066711965,0.5256029734313876,35.03310244222932,2702,210.90635230359388,Pass
70.93227157384713,0.5982690983945513,28.339235274876017,2109,220.2887572314901,Pass
66.69106767615806,0.6665474444462577,31.706949237555826,1587,219.47980311541986,Pass
74.26216667398111,0.6014370065018131,34.88518986938561,1343,236.4152694864415,Pass
66.0373963078365,0.3159125768668355,28.862616777037537,2959,219.16398861409078,Pass
69.4263177926655,0.37204230332642985,29.389258919692914,2317,200.7551183895115,Pass
72.52493639490228,0.4375181422304321,28.254957258154068,2979,246.73510970396478,Pass
74.32877597085061,0.5026091050210834,26.9557298079214,1570,229.56833731156098,Pass
63.99851796472112,0.5517659020469123,28.052167364801978,2673,240.82348744095586,Pass
68.32749382079525,0.42742561868465345,26.32817919971323,1610,208.42680013015516,Pass
67.62527344419522,0.5186766764477079,30.102250404777678,2727,217.7817321874371,Pass
66.73335383713145,0.42446170676466777,27.690080306824076,1242,226.7440124149432,Pass
78.82727120140548,0.4388482197008052,30.701357735372245,2854,225.3639137228446,Fail
72.02490855480478,0.35933389031517776,25.33231306138912,1560,223.06937707359552,Pass
63.69558022832477,0.40767667538890956,30.99264069664337,1959,198.00389281499446,Pass
74.58930973527389,0.36483153943836666,32.500586884826774,1031,202.87560542435688,Pass
80.61078098506317,0.4024126747022667,24.018793072285632,1390,235.17520109063872,Fail
75.16232630275573,0.6053641796607839,31.122169709542717,1276,236.9532953286969,Pass
62.403150170229935,0.4050601111168057,33.68300697741988,1531,218.93348708563605,Pass
67.57882963566874,0.7632382064837391,26.371076943926383,2177,233.90427474406383,Fail
76.33455574593312,0.549331790088089,35.01771716051311,1382,209.767722338567,Pass
66.4616526719061,0.5184836123694874,31.257057028098135,2091,212.0557394653132,Pass
72.21909714073114,0.41416422198187863,27.88496443272477,2901,208.9771967813685,Pass
73.87317026714669,0.5700309879408991,29.83269276702688,1883,211.50080454311353,Pass
65.36534764210958,0.44243621737622263,31.674980737565168,1213,227.2269600952262,Pass
69.702373219691,0.5122009814645362,30.228016174237233,2678,211.37647626936555,Pass
53.79366329965464,0.7560084538268794,31.616267977339106,1375,242.39743039927865,Fail
64.87806179332856,0.490394010027535,27.2379792207619,1743,224.60070606347438,Pass
68.7371592430342,0.6149273326285676,30.508082472108235,1212,230.8452704649509,Pass
63.76108409017575,0.42968235748741124,25.75885650928506,1078,224.89940582800074,Pass
78.16205651965818,0.49650115095030384,29.6663218159539,2749,232.14269650459278,Fail
62.84929311019684,0.677080063563551,27.28827707560563,1627,211.32000000461454,Pass
67.79977756651508,0.43730329422122327,27.7934101722307,1603,234.46933538199556,Pass
70.65370288643045,0.6812448557996928,33.70827952563131,1781,221.40938885591436,Pass
77.20636644533057,0.5707751935455475,33.27393036178281,2946,232.09266110968738,Pass
62.8206892441028,0.44375332241057325,31.82741436272153,2404,205.60435946623815,Pass
75.8158187607748,0.563240773905552,26.723061705982264,2000,221.80583206608364,Pass
70.05116530509794,0.597255444962673,29.050774650915596,1679,221.45238716781665,Pass
65.09245674476024,0.5621809962217197,33.63929309993755,1057,213.80763535020557,Pass
72.31051737131635,0.3429775280109544,30.425150740919715,2819,223.13118829747265,Pass
70.99529847786735,0.42728628241751315,36.957988619945084,2049,235.39606848001515,Pass
66.99891561420603,0.47524813644484953,31.179953518183115,1880,213.0384764103688,Pass
70.3490104249501,0.49255665708999535,30.576147349470094,1446,229.61854356204938,Pass
68.0734320156912,0.5620672097550679,29.072650607392497,1065,208.7257694385349,Pass
70.56758672625624,0.5177701000933254,30.40062271434685,2944,241.0944459464246,Pass
73.31065337260523,0.3664655641289899,29.54259049085837,2783,227.84600318436708,Pass
77.93008408072676,0.5380197851005963,32.124326030065774,2277,237.25117332258571,Pass
63.810922505865754,0.5610585745283823,32.87010695038375,2922,226.72060519093768,Pass
80.66516687328134,0.555979044793104,27.642031618476153,2991,223.9061317772936,Fail
60.23956100238749,0.6080780725554622,26.006301139326666,2067,227.92932940485917,Pass
69.24107452482208,0.5833922154548904,24.49138388069011,2120,218.6355253664583,Pass
72.94158603242288,0.5459180079228436,31.52397398073763,2577,203.82166094441678,Pass
71.40495933867517,0.4929834288541353,26.68990018147838,2011,224.47399346466793,Pass
66.88650240089703,0.33390390664840086,23.54132822114255,1226,212.44496665400246,Pass
68.95938874821363,0.5429618219132586,31.165735813592892,1773,208.983380846206,Pass
67.53499532670584,0.5207687687163112,37.47899855229837,1678,226.3629316843861,Pass
67.05317621527894,0.5271578837195373,29.98178726538032,2459,217.20891525100305,Pass
74.24801048510513,0.37232514241796905,32.51547232335493,2814,230.2770440660569,Pass
71.78507742982524,0.3918943459591738,30.245488075642694,1600,212.1105923124093,Pass
66.53545202369673,0.6053152853332904,29.703331040426573,1378,215.29171023486174,Pass
74.49799937716625,0.4960444846143345,32.75722944896331,2201,231.50296026301393,Pass
71.53649760438304,0.5681500697372625,29.129176367434045,2450,222.79842660997608,Pass
74.06431059419481,0.5028318376130461,30.80217694221571,2938,205.22671959093861,Pass
73.14814420961807,0.5029756139495746,30.96509341858804,1708,222.57760882860111,Pass
65.85502494538964,0.5938283805975998,27.995728639070855,1306,234.81238548588803,Pass
67.19909479901516,0.4483955271782626,32.97612704860957,1778,215.21422555378533,Pass
73.7364680256163,0.5096120776940983,29.475120729913773,1503,225.9805769645291,Pass
73.05185132716733,0.45377247112949576,27.732764521521467,1267,211.50613084844096,Pass
69.89549203017926,0.45655037725676845,31.60952953071121,2609,218.6321672503057,Pass
70.58663691654391,0.46908278765313605,27.304596054626888,1007,230.89835536450434,Pass
76.38832447894212,0.5222133771633712,30.084543472107384,2943,222.19231667754974,Pass
67.04214305582084,0.45212513783365227,29.97264301006739,1507,232.89269862715636,Pass
72.7354869058502,0.6255756125573521,33.257686697494734,1475,224.2530240422786,Pass
68.98903673783053,0.4105392697780496,31.42409469863986,2320,242.1873967720084,Pass
68.9115939838639,0.4813128355838641,29.924919123764568,1163,204.3508663078073,Pass
75.49388425993595,0.4560268941725825,32.45329889760086,1484,217.82806649939036,Pass
74.12708174494014,0.6446977884353733,34.17062264705194,2620,209.1546620670795,Pass
74.06754818000319,0.5196554776511575,31.673430919055587,2095,209.8375082554175,Pass
76.52739403577165,0.6031844539468635,30.03105785953014,1566,209.9281630619396,Pass
70.1050192081638,0.3514439626963028,26.06449130294952,1904,221.67725822051221,Pass
73.40976485647482,0.5267050265869259,26.804659010773882,1558,222.26300934821867,Pass
68.44866621703272,0.5889630795623437,29.084325886935996,2934,224.27455924995115,Pass
71.62083176244221,0.5082283989275425,28.17146339352215,2967,208.76939439855448,Pass
69.34928472816158,0.6065480375065351,29.439086091043663,1237,216.75775181001708,Pass
70.48497982496359,0.4482711549899628,30.16994977469132,2127,210.3570536024363,Pass
72.97578512718457,0.640934744018558,31.589078263070192,2233,229.35881556271715,Pass
65.90889658383264,0.7298898123619251,29.788503665822727,1553,211.29732449819028,Fail
80.4619363784273,0.4637161439560341,31.459504931478605,1827,217.8628784800412,Fail
64.96991309250149,0.4554497478599228,30.19342324443036,1467,225.60306441323107,Pass
63.92905693606134,0.6453384477117701,24.073600300938388,2477,213.84371325502434,Pass
75.79055436750033,0.6579572145730712,27.181993818543738,2291,226.93878444980655,Pass
73.95831346981468,0.44771399728467315,29.567737332835154,1385,235.9607973553315,Pass
73.12059908526078,0.4579813182904143,26.370915771476678,1774,221.89711728725524,Pass
73.1417275463214,0.4718215391139493,31.799786189988613,1847,229.01610914568408,Pass
69.93876613576543,0.36555494889657225,34.59225249703109,1386,199.26579111063617,Pass
65.51372814257084,0.4081348053515802,33.65628555509195,1876,215.7094807315215,Pass
70.37902279096863,0.3995859233247932,29.359671387209374,1258,221.84900816928976,Pass
66.61419144243945,0.42322024348958714,34.47217841054986,1282,209.47034921599692,Pass
74.87559866708875,0.4965315112613219,30.446002371606333,2649,222.0764933540409,Pass
69.2647130924893,0.5234214732536521,28.988742086645882,2898,230.5994055605915,Pass
65.87251401603744,0.6550500492814078,28.15979200937718,1039,201.20439371989977,Pass
68.39307079173503,0.4001645959261209,29.092590940535615,1485,208.10927134196152,Pass
72.06465727137812,0.5984322398476584,28.835469544376313,1928,221.84813270764187,Pass
67.18137723598012,0.4786011155774491,30.511248667126463,1219,224.60419729440048,Pass
65.88889802216784,0.4950536290347567,30.481721943149594,2152,227.38080374909651,Pass
71.21843605745956,0.5674819492166604,30.009138060460245,2014,221.10889478887768,Pass
71.22483285554361,0.38772779784377015,31.310814509239048,2023,224.6151240501581,Pass
67.46528412314436,0.538240974618405,33.57193882435902,2543,229.0348070854068,Pass
67.64480847190839,0.5166452208213056,32.84866240632397,1612,215.85541898229673,Pass
71.16024968678818,0.5492451264008149,25.54530609465029,1927,213.9141391399358,Pass
62.75957829251338,0.5289168643907818,22.338236595294134,2915,218.31493369065132,Pass
62.962681128117225,0.7455300139910894,32.80295973371782,1687,221.99487942277412,Fail
66.40777889373783,0.4362260015748684,25.899363904753738,2642,213.41726556798682,Pass
